会员卡号,性别,年龄,会员卡注册时间,会员卡级别
1010010018046692,F,32.0,2009-08-13 00:00:00,璀璨卡
1010010011150134,F,29.0,2014-10-12 00:00:00,璀璨卡
06900084420,F,18.0,2017-10-23 16:24:05,预享卡
1010010018037898,F,47.0,2016-01-27 00:00:00,璀璨卡
06900089305,F,37.0,2017-11-26 20:20:05,璀璨卡
06900083027,F,28.0,2017-10-12 00:00:00,缤纷卡
1010020018049337,F,31.0,2011-07-26 00:00:00,璀璨卡
1010010011132230,F,41.0,2016-11-13 00:00:00,缤纷卡
1010010018029073,F,58.0,2008-09-05 00:00:00,璀璨卡
1010010018037667,F,38.0,2017-01-02 00:00:00,璀璨卡
1010010011101422,M,36.0,2015-01-01 00:00:00,璀璨卡
1010010018004127,M,39.0,2010-01-04 00:00:00,璀璨卡
1000011814600265,F,38.0,2018-05-26 12:35:17,缤纷卡
1010010011107685,F,24.0,2014-08-28 00:00:00,缤纷卡
1010010018049676,F,67.0,2012-08-22 00:00:00,璀璨卡
06900084602,F,23.0,2017-10-26 13:01:25,缤纷卡
1010010011134897,F,25.0,2016-12-23 00:00:00,缤纷卡
06900093050,M,23.0,2017-12-19 14:54:05,缤纷卡
06900002098,F,54.0,2017-04-16 00:00:00,璀璨卡
1010010018023024,F,37.0,2009-10-29 00:00:00,璀璨卡
1010010011131977,M,31.0,2015-04-08 00:00:00,璀璨卡
06900089116,F,25.0,2017-11-25 21:10:55,缤纷卡
6600176743,F,-1.0,2017-01-02 14:48:29,缤纷卡
1010010011173119,F,31.0,2013-12-30 00:00:00,缤纷卡
1010010011211401,M,39.0,2009-09-22 00:00:00,缤纷卡
1010010011166827,F,28.0,2014-02-06 00:00:00,缤纷卡
1000011821300583,M,34.0,2018-08-01 17:13:14,缤纷卡
1010010018010656,F,33.0,2016-07-06 00:00:00,璀璨卡
1010010018050622,F,23.0,2014-05-09 00:00:00,至尊卡
1010010011181313,M,29.0,2015-02-14 00:00:00,缤纷卡
1010010018026183,F,33.0,2009-03-17 00:00:00,璀璨卡
1000011816700364,F,-1.0,2018-06-16 14:11:30,预享卡
1010020011122557,F,31.0,2014-02-21 00:00:00,璀璨卡
06900088619,F,31.0,2017-11-22 18:17:59,璀璨卡
1010010018020762,F,33.0,2010-04-08 00:00:00,璀璨卡
1010010011232031,F,35.0,2015-07-08 00:00:00,至尊卡
6000108840,U,49.0,2016-04-30 00:00:00,缤纷卡
1000011812501673,M,-1.0,2018-05-05 19:28:31,预享卡
1010010018019060,F,27.0,2015-10-03 00:00:00,璀璨卡
1010010018018065,F,36.0,2012-09-15 00:00:00,璀璨卡
1010010018020675,F,38.0,2008-05-03 00:00:00,璀璨卡
1010010011248939,F,31.0,2009-10-03 00:00:00,缤纷卡
1010010018003961,F,33.0,2010-04-18 00:00:00,璀璨卡
1010010018011867,M,31.0,2014-12-27 00:00:00,璀璨卡
1010010011125540,F,22.0,2015-11-29 00:00:00,缤纷卡
1010010011120594,F,48.0,2016-02-03 00:00:00,缤纷卡
1010010018003457,F,40.0,2009-11-04 00:00:00,缤纷卡
1010020011424094,F,48.0,2017-08-24 00:00:00,璀璨卡
1010010018037301,F,28.0,2016-12-21 00:00:00,璀璨卡
1010010011126220,F,34.0,2016-01-01 00:00:00,缤纷卡
1010010018013541,F,29.0,2012-11-23 00:00:00,缤纷卡
6600090793,M,-1.0,2016-06-08 00:00:00,缤纷卡
06900082933,F,31.0,2017-10-10 19:42:57,缤纷卡
1010010018051246,F,28.0,2015-09-15 00:00:00,璀璨卡
1010010011248618,M,31.0,2012-09-15 00:00:00,缤纷卡
1010010011128430,F,52.0,2012-09-23 00:00:00,缤纷卡
1010010018036401,F,37.0,2017-02-12 00:00:00,璀璨卡
1010010011161178,F,32.0,2014-03-29 00:00:00,璀璨卡
1000011817100538,M,24.0,2018-06-20 19:54:46,璀璨卡
1010010011140836,F,45.0,2010-12-25 00:00:00,缤纷卡
1010010018034859,F,28.0,2015-12-19 00:00:00,璀璨卡
1010010011198239,F,30.0,2014-06-20 00:00:00,缤纷卡
1010010018020276,M,34.0,2010-08-24 00:00:00,璀璨卡
1010010018018996,F,32.0,2015-10-05 00:00:00,璀璨卡
1010020011201340,F,37.0,2015-01-13 00:00:00,璀璨卡
1010010011137667,F,33.0,2012-09-09 00:00:00,缤纷卡
6600252769,F,-1.0,2017-02-13 18:28:46,缤纷卡
1000011832201526,F,-1.0,2018-11-18 17:53:37,预享卡
1010010011199604,F,34.0,2009-12-09 00:00:00,缤纷卡
6600090588,F,-1.0,2016-05-31 00:00:00,缤纷卡
6900084373,M,33.0,2017-10-22 22:37:58,璀璨卡
1010010018016976,F,32.0,2012-07-15 00:00:00,璀璨卡
1000011817900004,F,23.0,2018-06-28 00:46:18,璀璨卡
1000011906101442,U,33.0,2019-03-02 16:10:32,缤纷卡
6600107516,F,29.0,2016-08-30 21:31:04,缤纷卡
1000011818201515,F,65.0,2018-07-01 19:42:31,缤纷卡
1000011825000420,M,21.0,2018-09-07 13:49:30,缤纷卡
1000011812500236,F,25.0,2018-05-05 12:24:53,璀璨卡
1000011915501756,U,-1.0,2019-06-04 18:36:28,预享卡
1010020011285947,F,25.0,2017-03-31 15:25:40,缤纷卡
6900030727,F,37.0,2017-06-10 00:00:00,缤纷卡
6600261019,F,29.0,2017-02-20 10:56:40,缤纷卡
1010010018037728,F,29.0,2016-12-31 00:00:00,璀璨卡
1000011828500413,F,-1.0,2018-10-12 15:27:56,预享卡
1000011901501681,U,-1.0,2019-01-15 19:44:06,预享卡
1010020011121124,F,34.0,2014-01-18 00:00:00,缤纷卡
1010010011335165,F,26.0,2017-04-30 00:00:00,缤纷卡
1000011829800481,F,-1.0,2018-10-25 16:14:51,预享卡
1010020011194205,M,31.0,2016-04-02 00:00:00,璀璨卡
1010010018050521,M,24.0,2014-04-03 00:00:00,璀璨卡
1010010018051146,F,29.0,2011-01-03 00:00:00,璀璨卡
1010010011156578,F,13.0,2015-01-25 00:00:00,缤纷卡
1010010011121627,F,26.0,2016-04-03 00:00:00,缤纷卡
1110020011106932,F,49.0,2015-05-02 00:00:00,璀璨卡
1000011830100267,F,-1.0,2018-10-28 11:53:24,预享卡
6600089487,F,-1.0,2016-04-25 10:49:30,缤纷卡
1010010011213802,F,51.0,2008-11-21 00:00:00,缤纷卡
1010010018023716,F,35.0,2009-07-04 00:00:00,璀璨卡
1010010018036581,F,28.0,2017-01-26 00:00:00,璀璨卡
06900091674,M,-1.0,2017-12-14 16:01:49,预享卡
1010010011109371,F,24.0,2016-05-14 00:00:00,缤纷卡
1000011833800671,F,-1.0,2018-12-04 15:01:21,预享卡
06900082672,F,39.0,2017-10-08 00:00:00,至尊卡
1000011810400049,F,20.0,2018-04-14 11:59:10,璀璨卡
1010010011241488,F,45.0,2014-06-30 00:00:00,缤纷卡
1000011820400610,F,23.0,2018-07-23 19:19:34,璀璨卡
1010020018003671,F,47.0,2009-04-30 00:00:00,璀璨卡
1010010011174989,F,32.0,2011-05-19 00:00:00,璀璨卡
1010010011335038,F,27.0,2017-04-27 00:00:00,缤纷卡
6600142593,F,25.0,2016-12-06 08:37:37,缤纷卡
1000011824700558,F,-1.0,2018-09-04 16:45:58,预享卡
1010010018049344,F,41.0,2012-02-19 00:00:00,璀璨卡
1000011819601131,M,21.0,2018-07-15 18:35:48,缤纷卡
1010010018047104,F,24.0,2014-10-24 00:00:00,缤纷卡
1010010018000018,F,36.0,2008-05-06 00:00:00,璀璨卡
1010010011131980,F,28.0,2016-12-04 00:00:00,缤纷卡
1010010018027006,F,36.0,2008-08-10 00:00:00,璀璨卡
1010010011228168,F,26.0,2015-10-15 00:00:00,璀璨卡
1010010018029970,M,32.0,2011-05-12 00:00:00,璀璨卡
06900005701,F,18.0,2017-05-03 20:21:01,预享卡
1010010018015163,F,30.0,2014-04-25 00:00:00,璀璨卡
1000011815400666,F,46.0,2018-06-03 15:26:55,缤纷卡
6000069326,F,37.0,2015-06-07 16:05:04,缤纷卡
6000048318,U,-1.0,2015-04-05 17:55:26,预享卡
1010010011134068,F,35.0,2016-11-14 00:00:00,缤纷卡
06900030525,F,30.0,2017-06-10 00:00:00,缤纷卡
1010010018036449,F,30.0,2011-01-24 00:00:00,璀璨卡
6600085121,M,-1.0,2015-12-20 17:52:45,缤纷卡
1010010018002843,M,37.0,2011-03-15 00:00:00,璀璨卡
06900088611,F,42.0,2017-11-22 16:42:47,璀璨卡
1000011807500050,M,-1.0,2018-03-16 16:03:32,预享卡
6000132267,F,43.0,2016-11-19 19:50:31,预享卡
1010010011213640,F,33.0,2011-11-27 00:00:00,缤纷卡
1000011801400100,F,29.0,2018-01-14 16:02:36,缤纷卡
1000011807500136,M,-1.0,2018-03-16 18:29:07,预享卡
1000011903500590,U,-1.0,2019-02-04 13:13:01,预享卡
1010010011124100,F,44.0,2015-12-22 00:00:00,缤纷卡
06900059952,F,27.0,2017-07-07 00:00:00,缤纷卡
1010010011204641,F,43.0,2014-02-03 00:00:00,璀璨卡
1010010018002769,F,27.0,2011-08-22 00:00:00,璀璨卡
06900003973,F,30.0,2017-04-22 00:00:00,缤纷卡
06900096526,M,-1.0,2018-01-04 18:58:52,预享卡
0500448768,M,33.0,2017-11-12 00:00:00,缤纷卡
1010010011335272,F,30.0,2017-04-19 00:00:00,缤纷卡
1010010018004468,M,30.0,2016-03-20 00:00:00,璀璨卡
1010010011170844,F,56.0,2012-07-23 00:00:00,缤纷卡
1010010011228838,F,28.0,2015-01-11 00:00:00,璀璨卡
1010010011339148,F,35.0,2017-09-16 00:00:00,至尊卡
0519059064,M,40.0,2017-06-24 00:00:00,璀璨卡
6600090321,F,-1.0,2016-05-22 00:00:00,缤纷卡
06900070197,F,18.0,2017-07-18 19:43:14,预享卡
1010010011218925,M,35.0,2015-09-26 00:00:00,缤纷卡
1000011829500019,F,-1.0,2018-10-22 09:06:38,预享卡
1010010018041042,M,30.0,2012-05-21 00:00:00,璀璨卡
1000011920903691,U,-1.0,2019-07-28 12:44:46,预享卡
1010010018051556,F,34.0,2009-06-02 00:00:00,璀璨卡
1010010018020472,F,47.0,2012-09-08 00:00:00,璀璨卡
1010010011131202,F,38.0,2014-12-01 00:00:00,璀璨卡
1000011901500598,U,27.0,2019-01-15 13:10:32,缤纷卡
06900070876,F,18.0,2017-07-19 18:57:41,预享卡
1010010018004213,F,34.0,2008-05-14 00:00:00,璀璨卡
1110020018000815,F,26.0,2013-02-09 00:00:00,璀璨卡
1010020011161639,F,32.0,2016-04-30 00:00:00,璀璨卡
1010010018005351,M,37.0,2014-12-17 00:00:00,璀璨卡
1010010011189109,M,-1.0,2015-07-07 00:00:00,缤纷卡
1000011818901868,F,21.0,2018-07-08 20:42:00,预享卡
1010010011143261,F,35.0,2013-11-08 00:00:00,缤纷卡
06900013198,F,27.0,2017-05-30 18:20:15,缤纷卡
06900073604,F,22.0,2017-07-30 19:22:12,缤纷卡
1000011801800085,M,-1.0,2018-01-18 19:59:38,预享卡
1010010011167274,F,36.0,2014-01-10 00:00:00,璀璨卡
1010010011198788,F,36.0,2014-06-10 00:00:00,缤纷卡
1000011908400867,M,38.0,2019-03-25 18:18:45,预享卡
6600111980,F,23.0,2016-09-05 15:01:48,缤纷卡
1010020011162931,F,23.0,2014-09-18 00:00:00,璀璨卡
1000011806600035,F,37.0,2018-03-07 08:39:21,预享卡
1010010011229576,M,31.0,2015-10-10 00:00:00,缤纷卡
06900084160,F,37.0,2017-10-21 18:09:45,缤纷卡
1010010011203810,F,32.0,2014-02-08 00:00:00,缤纷卡
1010010018016704,F,27.0,2017-04-03 00:00:00,璀璨卡
1010010011128958,F,34.0,2014-10-29 00:00:00,缤纷卡
1010010011104724,F,19.0,2014-09-07 00:00:00,缤纷卡
1010010018051358,M,29.0,2012-08-20 00:00:00,至尊卡
1010010018032799,F,49.0,2015-03-24 00:00:00,璀璨卡
1010010018034591,M,27.0,2015-12-17 00:00:00,璀璨卡
06900072580,M,35.0,2017-07-22 00:00:00,缤纷卡
1010010011150300,F,26.0,2015-08-29 00:00:00,缤纷卡
1010010018001203,F,46.0,2010-01-13 00:00:00,璀璨卡
1010010011174754,F,30.0,2013-12-17 00:00:00,缤纷卡
0519036997,U,18.0,2017-04-04 11:05:19,缤纷卡
1010010011140749,F,39.0,2010-08-12 00:00:00,缤纷卡
1010010011228169,M,27.0,2015-10-15 00:00:00,缤纷卡
1010010011197439,M,31.0,2011-06-02 00:00:00,璀璨卡
1010010018035624,F,47.0,2016-12-03 00:00:00,缤纷卡
1010010011169780,F,39.0,2011-04-10 00:00:00,缤纷卡
1000011812400316,F,46.0,2018-05-04 14:57:14,璀璨卡
6600088308,M,-1.0,2016-03-20 00:00:00,缤纷卡
06900091076,M,-1.0,2017-12-09 20:06:56,预享卡
1000011819800831,F,30.0,2018-07-17 18:13:11,璀璨卡
1010010011120999,M,30.0,2016-02-14 00:00:00,缤纷卡
6600123790,F,-1.0,2016-10-11 10:54:43,缤纷卡
1010010011103311,F,26.0,2014-12-27 00:00:00,璀璨卡
1000011810700041,M,-1.0,2018-04-17 14:16:51,预享卡
1010010018050233,F,51.0,2013-06-16 00:00:00,璀璨卡
1000011812500393,F,31.0,2018-05-05 13:23:47,缤纷卡
1010010011298966,F,25.0,2017-10-23 00:00:00,缤纷卡
1010010018034748,M,27.0,2015-12-21 00:00:00,璀璨卡
1010010011115924,F,35.0,2013-10-02 00:00:00,缤纷卡
1010010011217961,F,37.0,2017-01-13 00:00:00,璀璨卡
6000076988,F,-1.0,2015-07-12 16:58:56,缤纷卡
1010010018046768,M,39.0,2014-11-11 00:00:00,璀璨卡
1010010011182033,F,31.0,2015-02-07 00:00:00,缤纷卡
1010010011105858,F,48.0,2014-09-01 00:00:00,缤纷卡
1010010011158767,M,34.0,2015-06-21 00:00:00,缤纷卡
1000011811200162,M,32.0,2018-04-22 17:11:31,缤纷卡
1010010018024391,F,38.0,2010-08-08 00:00:00,璀璨卡
1010010018050618,F,29.0,2013-10-05 00:00:00,璀璨卡
1010010018017189,F,31.0,2011-07-27 00:00:00,璀璨卡
6000080440,M,-1.0,2015-07-24 18:10:47,缤纷卡
1010010018012972,F,41.0,2015-01-22 00:00:00,璀璨卡
1010010018042665,F,28.0,2016-01-03 00:00:00,璀璨卡
1010010018051042,F,37.0,2016-12-12 00:00:00,璀璨卡
6600146895,F,-1.0,2016-12-17 22:32:14,缤纷卡
6600097772,F,30.0,2016-07-30 00:00:00,璀璨卡
06900076233,M,18.0,2017-08-21 14:09:00,预享卡
1010010011111556,F,29.0,2016-08-23 00:00:00,缤纷卡
06900091713,M,28.0,2017-12-14 21:17:17,缤纷卡
06900077990,M,49.0,2017-09-02 00:00:00,缤纷卡
1000011811100165,F,44.0,2018-04-21 12:18:58,缤纷卡
1010010011110363,F,41.0,2016-04-26 00:00:00,璀璨卡
1010010011232154,F,27.0,2015-07-05 00:00:00,缤纷卡
1010010011173340,M,30.0,2013-11-16 00:00:00,缤纷卡
6600084263,F,-1.0,2015-11-22 00:00:00,缤纷卡
1010010018003514,F,32.0,2009-02-03 00:00:00,璀璨卡
1010010011103406,F,37.0,2013-09-28 00:00:00,璀璨卡
1010010011203824,F,41.0,2009-12-14 00:00:00,缤纷卡
1010010018051634,M,29.0,2012-12-05 00:00:00,璀璨卡
1010010018050687,F,27.0,2016-09-02 00:00:00,缤纷卡
6900000612,F,34.0,2017-04-06 00:00:00,璀璨卡
1010010018034584,M,39.0,2009-06-09 00:00:00,璀璨卡
6900076705,M,31.0,2017-08-25 19:32:04,缤纷卡
1000011914401666,F,-1.0,2019-05-24 16:36:51,预享卡
1000011914900895,F,37.0,2019-05-29 12:44:02,缤纷卡
1000011914402217,U,29.0,2019-05-24 19:16:54,缤纷卡
1000011915002284,U,39.0,2019-05-30 20:24:48,预享卡
1010010018050022,F,31.0,2016-09-15 00:00:00,璀璨卡
1010010011337124,F,33.0,2017-05-30 00:00:00,缤纷卡
1010010011215917,M,-1.0,2017-04-05 00:00:00,缤纷卡
1010010018002933,F,45.0,2011-09-23 00:00:00,璀璨卡
1000011904300320,M,-1.0,2019-02-12 11:58:58,预享卡
1000011824101845,F,36.0,2018-08-29 15:40:17,璀璨卡
06900097181,F,32.0,2018-01-08 11:31:41,璀璨卡
1010010011248089,F,31.0,2012-01-08 00:00:00,缤纷卡
1010010018021650,F,33.0,2015-11-21 00:00:00,璀璨卡
1010010018004617,F,30.0,2014-05-17 00:00:00,璀璨卡
06900002327,F,44.0,2017-04-18 00:00:00,缤纷卡
1010010018036499,F,32.0,2017-02-01 00:00:00,璀璨卡
1000011825801285,F,-1.0,2018-09-15 11:54:50,预享卡
1000011908401204,F,28.0,2019-03-25 21:11:36,璀璨卡
1000011835901154,F,28.0,2018-12-25 14:22:17,璀璨卡
06900096974,F,31.0,2018-01-06 21:06:10,璀璨卡
06900077374,F,18.0,2017-08-28 21:25:51,预享卡
1000011830901784,F,25.0,2018-11-05 22:49:01,缤纷卡
1010010011178227,F,26.0,2015-02-27 00:00:00,缤纷卡
1010010018003361,F,34.0,2010-01-07 00:00:00,璀璨卡
1010010011202002,M,31.0,2013-04-13 00:00:00,缤纷卡
06900079451,F,46.0,2017-09-14 18:21:36,璀璨卡
1010010011211565,F,29.0,2013-11-02 00:00:00,璀璨卡
1010010011210182,M,34.0,2010-04-03 00:00:00,缤纷卡
1010010018050710,F,41.0,2015-10-23 00:00:00,璀璨卡
1000011817400081,U,25.0,2018-06-23 11:01:11,璀璨卡
1000011806500115,M,-1.0,2018-03-06 22:13:58,预享卡
1000011822000564,F,28.0,2018-08-08 17:34:19,缤纷卡
06900034397,M,21.0,2017-06-13 11:35:14,璀璨卡
06900056029,F,18.0,2017-07-04 09:53:43,预享卡
06900075792,F,28.0,2017-08-18 23:14:04,璀璨卡
6227601298246546,F,37.0,2009-11-04 00:00:00,璀璨卡
1010010011207063,M,41.0,2016-09-13 00:00:00,璀璨卡
1000011905301300,M,29.0,2019-02-22 19:23:51,预享卡
1000011833701062,U,23.0,2018-12-03 19:16:05,璀璨卡
1000011812800247,M,-1.0,2018-05-08 14:24:04,预享卡
1010010018014079,F,27.0,2012-10-02 00:00:00,璀璨卡
0519151717,F,24.0,2018-04-29 05:38:38,璀璨卡
1000011827901202,F,25.0,2018-10-06 14:14:47,缤纷卡
1000011833401607,F,26.0,2018-11-30 19:12:01,缤纷卡
1010010011338591,F,26.0,2017-07-05 00:00:00,璀璨卡
1010010011249611,M,35.0,2011-09-11 00:00:00,缤纷卡
1010010011146134,F,56.0,2014-09-27 00:00:00,璀璨卡
1010020011421821,F,28.0,2017-02-02 00:00:00,璀璨卡
1010010011177650,F,31.0,2011-10-09 00:00:00,缤纷卡
1000011816900005,U,-1.0,2018-06-18 01:32:56,缤纷卡
1010010011171551,F,48.0,2008-09-29 00:00:00,璀璨卡
1010010011214984,F,26.0,2017-02-28 00:00:00,缤纷卡
1010010011224684,F,28.0,2016-07-09 00:00:00,缤纷卡
1010020011145144,F,30.0,2014-06-10 00:00:00,璀璨卡
1010010011226031,F,27.0,2016-06-09 00:00:00,缤纷卡
1010010011164742,M,37.0,2010-01-09 00:00:00,璀璨卡
1000011809600225,F,25.0,2018-04-06 20:09:14,缤纷卡
0519080735,U,-1.0,2017-09-07 20:21:21,缤纷卡
1010010018015736,F,30.0,2013-10-04 00:00:00,璀璨卡
06900094964,F,41.0,2017-12-24 20:17:35,缤纷卡
1010010018035762,F,20.0,2016-11-23 00:00:00,缤纷卡
1010010011206765,M,41.0,2016-10-06 00:00:00,缤纷卡
1010010018002297,F,40.0,2008-08-18 00:00:00,璀璨卡
1010010018051185,F,27.0,2015-12-21 00:00:00,璀璨卡
1000011821001497,F,-1.0,2018-07-29 17:00:29,预享卡
1010010011236542,F,33.0,2013-08-18 00:00:00,缤纷卡
1010010018050830,M,42.0,2008-10-23 00:00:00,璀璨卡
1010010018050821,F,39.0,2008-05-21 00:00:00,璀璨卡
1000011821600494,F,-1.0,2018-08-04 13:07:19,预享卡
1000011813901957,M,37.0,2018-05-19 21:06:33,缤纷卡
06900093443,M,-1.0,2017-12-20 22:45:25,预享卡
1000011818800584,F,-1.0,2018-07-07 14:17:30,预享卡
1010010011189204,F,29.0,2015-07-04 00:00:00,璀璨卡
1010010011151042,F,35.0,2011-06-24 00:00:00,璀璨卡
06900079641,F,18.0,2017-09-15 22:17:53,预享卡
1010010011125136,F,27.0,2015-12-24 00:00:00,缤纷卡
1010010011228405,F,27.0,2015-10-19 00:00:00,缤纷卡
1010010018027362,F,39.0,2009-10-17 00:00:00,璀璨卡
1010010011241561,M,34.0,2014-07-03 00:00:00,璀璨卡
1010010011206575,F,31.0,2016-10-25 00:00:00,缤纷卡
1010010018019506,F,38.0,2008-06-22 00:00:00,璀璨卡
1010010011119528,F,33.0,2016-05-08 00:00:00,缤纷卡
1010010018051155,M,27.0,2016-12-08 00:00:00,璀璨卡
1000011812100206,M,-1.0,2018-05-01 16:59:37,预享卡
1000011825806355,M,38.0,2018-09-15 21:21:16,璀璨卡
06900084350,F,18.0,2017-10-22 19:44:26,预享卡
1000011826900230,M,38.0,2018-09-26 13:06:10,缤纷卡
1010010018047179,F,37.0,2010-04-07 00:00:00,璀璨卡
06900083924,F,-1.0,2017-10-20 16:40:09,预享卡
1010010011216795,F,32.0,2017-02-27 00:00:00,璀璨卡
1010010018038577,F,31.0,2017-01-25 00:00:00,璀璨卡
1010010018005918,F,31.0,2009-02-26 00:00:00,璀璨卡
6600220137,F,-1.0,2017-01-22 13:06:47,缤纷卡
1000011807400040,M,-1.0,2018-03-15 15:15:01,预享卡
06900096555,M,-1.0,2018-01-04 21:55:41,预享卡
1010010011169515,F,30.0,2011-01-28 00:00:00,璀璨卡
1000011804800030,M,29.0,2018-02-17 13:12:12,缤纷卡
1010010018012525,F,39.0,2016-04-30 00:00:00,璀璨卡
1010010018020464,F,22.0,2015-08-29 00:00:00,璀璨卡
1000011807600002,F,23.0,2018-03-17 00:10:57,预享卡
1010020011371002,F,26.0,2016-09-04 00:00:00,缤纷卡
06900082663,F,-1.0,2017-10-08 11:36:51,预享卡
1000011807500052,M,-1.0,2018-03-16 16:09:11,预享卡
1010010011193247,F,47.0,2012-02-28 00:00:00,缤纷卡
1010010018036630,F,29.0,2012-03-20 00:00:00,璀璨卡
06900074777,F,18.0,2017-08-11 22:07:40,预享卡
1010010011177097,F,33.0,2012-05-31 00:00:00,缤纷卡
1000011810000035,M,-1.0,2018-04-10 14:47:42,预享卡
1010010018017824,M,36.0,2012-11-20 00:00:00,缤纷卡
1010010011207910,F,42.0,2016-08-26 00:00:00,缤纷卡
6600093712,F,27.0,2016-07-06 00:00:00,缤纷卡
1010010011212195,F,51.0,2012-08-13 00:00:00,缤纷卡
1010010011224552,F,26.0,2016-08-16 00:00:00,缤纷卡
6000060161,F,-1.0,2015-05-04 11:46:55,缤纷卡
1010010018050617,F,26.0,2015-08-29 00:00:00,璀璨卡
06900081949,M,29.0,2017-10-03 00:00:00,缤纷卡
1000011822000193,F,-1.0,2018-08-08 13:31:10,预享卡
06900085463,F,28.0,2017-10-31 19:33:15,至尊卡
1010010011150547,M,29.0,2015-08-03 00:00:00,缤纷卡
06900083925,F,-1.0,2017-10-20 16:44:04,预享卡
6600210342,M,31.0,2017-01-18 15:05:33,缤纷卡
06900095666,F,20.0,2017-12-30 14:11:03,缤纷卡
06900091596,M,-1.0,2017-12-13 17:52:37,预享卡
1000011801900052,M,-1.0,2018-01-19 16:06:38,预享卡
6600093280,M,36.0,2016-07-05 13:10:59,缤纷卡
1010010011110083,F,36.0,2016-06-10 00:00:00,缤纷卡
06900089890,F,22.0,2017-12-02 10:24:08,缤纷卡
1010010011242840,F,28.0,2014-07-27 00:00:00,缤纷卡
1010010011223577,F,26.0,2016-08-13 00:00:00,缤纷卡
1000011813301973,M,-1.0,2018-05-13 21:35:45,缤纷卡
06900007338,F,29.0,2017-05-19 00:00:00,缤纷卡
1010010011102021,F,40.0,2015-01-18 00:00:00,缤纷卡
06900093877,F,41.0,2017-12-22 13:08:20,璀璨卡
1010010011193243,F,29.0,2009-08-28 00:00:00,缤纷卡
1110020011106409,F,26.0,2012-02-26 00:00:00,璀璨卡
06900069175,F,18.0,2017-07-17 11:16:15,预享卡
1010010018048832,F,34.0,2013-04-04 00:00:00,璀璨卡
06900003179,F,18.0,2017-04-22 07:13:41,预享卡
1000011813201483,M,-1.0,2018-05-12 18:22:19,预享卡
1000011807700162,F,30.0,2018-03-18 19:46:34,缤纷卡
1000011810400246,F,41.0,2018-04-14 21:11:46,缤纷卡
06900091983,F,17.0,2017-12-16 13:27:32,缤纷卡
06900087031,M,-1.0,2017-11-11 16:22:48,预享卡
06900081231,F,39.0,2017-09-29 15:55:56,璀璨卡
1010010011179895,F,25.0,2015-03-18 00:00:00,缤纷卡
6600247271,F,-1.0,2017-02-09 21:58:27,缤纷卡
1010010011154908,F,27.0,2015-05-04 00:00:00,缤纷卡
1010010011125489,F,34.0,2015-11-30 00:00:00,缤纷卡
1000011822800240,F,-1.0,2018-08-16 12:36:54,预享卡
06900001045,F,18.0,2017-04-09 19:27:01,预享卡
1000011827802880,F,-1.0,2018-10-05 19:29:52,预享卡
1000011818400863,F,25.0,2018-07-03 18:18:53,缤纷卡
1010010011175153,F,31.0,2014-01-01 00:00:00,缤纷卡
1010010011119513,F,28.0,2016-05-10 00:00:00,缤纷卡
1000011828300678,F,19.0,2018-10-10 18:53:30,缤纷卡
1010010011220118,F,5.0,2015-11-21 00:00:00,缤纷卡
1010010018050833,F,26.0,2015-02-25 00:00:00,璀璨卡
6600086859,F,-1.0,2016-02-06 00:00:00,缤纷卡
1010010011122281,F,24.0,2016-03-01 00:00:00,缤纷卡
1010010018024119,M,30.0,2012-08-10 00:00:00,璀璨卡
1010010011168505,F,27.0,2013-04-10 00:00:00,缤纷卡
06900074034,F,18.0,2017-08-05 15:38:58,预享卡
1000011803600015,F,40.0,2018-02-05 12:25:47,缤纷卡
1010010018003845,F,46.0,2012-12-02 00:00:00,璀璨卡
06900003852,F,26.0,2017-04-22 18:28:47,璀璨卡
801000158447,F,31.0,2010-07-23 00:00:00,璀璨卡
1010010018020192,F,30.0,2011-04-19 00:00:00,璀璨卡
1000011815400899,U,-1.0,2018-06-03 16:50:54,缤纷卡
1000011830001147,U,55.0,2018-10-27 16:17:05,璀璨卡
1010010011186873,F,39.0,2014-10-21 00:00:00,缤纷卡
1010020018035161,F,25.0,2017-12-23 00:00:00,璀璨卡
1000011825902255,M,38.0,2018-09-16 16:49:49,缤纷卡
1010010018026782,F,37.0,2008-09-13 00:00:00,璀璨卡
1000011834100769,F,34.0,2018-12-07 15:44:56,缤纷卡
6600268448,F,24.0,2017-02-25 00:24:04,缤纷卡
1000011908101059,M,33.0,2019-03-22 19:53:01,预享卡
6600277987,F,-1.0,2017-03-17 18:33:20,缤纷卡
1010010011156151,F,32.0,2011-03-11 00:00:00,缤纷卡
1010010018002993,F,30.0,2010-01-30 00:00:00,璀璨卡
1000011914604453,M,53.0,2019-05-26 17:34:20,缤纷卡
